left_x,left_y,right_x,right_y
904.5000610351562,224.28097534179688,896.6097412109375,400.7507019042969
956.54638671875,218.48046875,952.3795166015625,410.4465637207031
1000.520751953125,218.3089599609375,996.5079345703125,420.5592041015625
1032.652099609375,218.71095275878906,1028.5703125,428.40472412109375
1068.322998046875,222.42779541015625,1058.2903749215254,429.5818942693824
1100.323486328125,224.5777130126953,1096.479248046875,436.52984619140625
1142.525634765625,226.5684356689453,1132.518310546875,444.3323974609375
1170.416748046875,230.41940307617188,1162.4739990234375,444.5732421875
1178.4927978515625,230.3940887451172,1180.4866943359375,442.47918701171875
1186.569091796875,230.42636108398438,1188.49609375,442.4095764160156
1194.4385986328125,230.37171936035156,1196.59375,442.50189208984375
1196.47509765625,230.3849334716797,1204.661376953125,446.57330322265625
1201.7158919020949,341.5802731044555,1202.0345329433535,445.5002842162059
1208.472412109375,450.6041564941406,1201.7031397556404,446.9917430431112
1206.58056640625,450.56048583984375,1201.8636654764425,448.2117601414806
1208.6329345703125,450.64642333984375,1201.7994568331048,449.19350618332226
1208.503173828125,450.55126953125,1201.807825063401,347.08376863846263
1208.4874267578125,454.328369140625,1201.941067963514,324.90521495591906
1208.6553955078125,450.6492614746094,1202.543701171875,226.39144897460938
1210.3974609375,450.4322509765625,1200.6221923828125,226.52163696289062
1210.4161376953125,450.5431213378906,1200.6802978515625,226.5284423828125
1210.468994140625,450.4974365234375,1204.439453125,228.47010803222656
